origin,AggregateType,staked_length,unstaked_length,staked_coverage,overall_coverage,fully_connected_coverage,possible_peak_connected_coverage,staked_fully_connected_coverage,staked_possible_peak_connected_coverage
5DbifLTe,Median,1537,509,0.860,0.584,0.276,0.396,0.540,0.776
9Mgsqzth,Mean,1526,486,0.854,0.575,0.234,0.370,0.458,0.724
9Mgsqzth,Median,1531,485,0.857,0.577,0.240,0.399,0.470,0.782
ADtaKHTs,Mean,1537,487,0.860,0.578,0.212,0.346,0.415,0.678
ADtaKHTs,Median,1537,484,0.860,0.577,0.227,0.382,0.444,0.749
7NU7hg2L,Mean,1493,462,0.835,0.559,0.162,0.293,0.318,0.573
7NU7hg2L,Median,1498,453,0.838,0.552,0.165,0.285,0.324,0.557
Dzx9Vhgp,Mean,1535,494,0.859,0.580,0.245,0.389,0.481,0.761
Dzx9Vhgp,Median,1540,496,0.861,0.580,0.274,0.413,0.537,0.809
Dcsj8i8N,Mean,1528,485,0.855,0.575,0.263,0.389,0.516,0.763
Dcsj8i8N,Median,1532,492,0.857,0.576,0.289,0.406,0.567,0.795
4677LFwt,Mean,1533,486,0.858,0.577,0.272,0.400,0.533,0.783
4677LFwt,Median,1533,484,0.857,0.575,0.291,0.403,0.570,0.790
2tKR4mX7,Mean,1526,499,0.854,0.579,0.197,0.351,0.387,0.688
2tKR4mX7,Median,1528,498,0.855,0.581,0.192,0.362,0.376,0.709
6kDyGMHb,Mean,1535,484,0.859,0.577,0.259,0.370,0.507,0.724
6kDyGMHb,Median,1547,478,0.865,0.579,0.270,0.388,0.530,0.760
DQ62jd3b,Mean,1522,496,0.851,0.577,0.239,0.359,0.469,0.704
DQ62jd3b,Median,1532,495,0.857,0.578,0.237,0.378,0.464,0.740
CYE4yqwn,Mean,1534,493,0.858,0.579,0.250,0.389,0.489,0.761
CYE4yqwn,Median,1537,499,0.860,0.582,0.261,0.409,0.511,0.801
2B5wMmBQ,Mean,1534,489,0.858,0.578,0.216,0.369,0.424,0.723
2B5wMmBQ,Median,1538,487,0.860,0.578,0.212,0.397,0.414,0.778
2P9ZYA4v,Mean,1536,488,0.859,0.578,0.228,0.360,0.446,0.705
2P9ZYA4v,Median,1542,481,0.862,0.580,0.238,0.380,0.466,0.744
EAaijvir,Mean,1533,492,0.858,0.579,0.250,0.372,0.489,0.728
EAaijvir,Median,1536,489,0.859,0.579,0.256,0.382,0.501,0.748
BntgMRh6,Mean,1529,483,0.855,0.575,0.256,0.372,0.502,0.728
BntgMRh6,Median,1532,481,0.857,0.574,0.260,0.389,0.508,0.762
EYu3TbNj,Mean,1540,505,0.862,0.584,0.279,0.408,0.547,0.798
EYu3TbNj,Median,1540,501,0.861,0.582,0.278,0.407,0.544,0.796
CgEKzNGb,Mean,1538,497,0.860,0.581,0.234,0.345,0.457,0.676
CgEKzNGb,Median,1538,502,0.860,0.585,0.236,0.385,0.463,0.754
BDJiPdix,Mean,1539,490,0.861,0.580,0.231,0.406,0.452,0.795
BDJiPdix,Median,1541,481,0.862,0.575,0.247,0.410,0.483,0.803
5d385bnt,Mean,1534,485,0.858,0.577,0.215,0.336,0.422,0.657
5d385bnt,Median,1539,486,0.861,0.579,0.218,0.308,0.427,0.603
6pVZhUW9,Mean,1529,481,0.856,0.574,0.279,0.394,0.545,0.772
6pVZhUW9,Median,1528,472,0.855,0.574,0.274,0.408,0.536,0.799
4ZRq7rNh,Mean,1529,471,0.856,0.572,0.236,0.351,0.463,0.687
4ZRq7rNh,Median,1530,457,0.856,0.569,0.245,0.371,0.480,0.727
92RWsU6j,Mean,1537,486,0.860,0.578,0.242,0.394,0.474,0.772
92RWsU6j,Median,1535,490,0.859,0.579,0.242,0.402,0.474,0.787
JDNEkqjD,Mean,1534,498,0.858,0.581,0.245,0.380,0.480,0.743
JDNEkqjD,Median,1533,506,0.857,0.582,0.263,0.400,0.514,0.784
9eaUaXMK,Mean,1528,489,0.855,0.576,0.211,0.359,0.412,0.703
9eaUaXMK,Median,1540,490,0.861,0.579,0.224,0.362,0.438,0.709
Amt7zuks,Mean,1538,499,0.861,0.582,0.240,0.389,0.471,0.763
Amt7zuks,Median,1537,502,0.860,0.583,0.260,0.403,0.509,0.789
HYLS8q5k,Mean,1532,495,0.857,0.579,0.241,0.370,0.472,0.725
HYLS8q5k,Median,1537,499,0.860,0.580,0.244,0.393,0.477,0.770
2GwaeV7S,Mean,1498,467,0.838,0.561,0.168,0.278,0.329,0.545
2GwaeV7S,Median,1499,473,0.838,0.561,0.185,0.295,0.363,0.578
7v9hri2v,Mean,1532,488,0.857,0.577,0.237,0.359,0.465,0.703
7v9hri2v,Median,1533,474,0.857,0.574,0.256,0.383,0.502,0.751
AcrA5Qn3,Mean,1532,486,0.857,0.577,0.202,0.328,0.395,0.642
AcrA5Qn3,Median,1538,488,0.860,0.579,0.226,0.351,0.442,0.687
HawKru8b,Mean,1532,488,0.857,0.577,0.224,0.389,0.438,0.761
HawKru8b,Median,1531,496,0.857,0.578,0.237,0.409,0.464,0.801
CgwKP4kM,Mean,1534,479,0.858,0.575,0.222,0.363,0.434,0.710
CgwKP4kM,Median,1534,478,0.858,0.576,0.221,0.411,0.432,0.805
Ee4qAkGp,Mean,1526,508,0.853,0.581,0.227,0.354,0.444,0.693
Ee4qAkGp,Median,1530,499,0.856,0.577,0.250,0.375,0.490,0.734
HwdfNWCq,Mean,1533,480,0.857,0.575,0.246,0.375,0.481,0.735
HwdfNWCq,Median,1536,477,0.859,0.576,0.280,0.395,0.549,0.774
cZCvgqgr,Mean,1531,501,0.857,0.581,0.247,0.368,0.484,0.721
cZCvgqgr,Median,1535,499,0.859,0.582,0.247,0.373,0.484,0.730
9wbRZTby,Mean,1487,463,0.832,0.557,0.193,0.296,0.379,0.580
9wbRZTby,Median,1485,459,0.831,0.557,0.214,0.299,0.418,0.586
jdrRFCgQ,Mean,1543,503,0.863,0.585,0.289,0.406,0.566,0.795
jdrRFCgQ,Median,1542,502,0.863,0.584,0.289,0.417,0.566,0.817
5hyHG7Sn,Mean,1527,490,0.854,0.577,0.226,0.366,0.442,0.717
5hyHG7Sn,Median,1530,492,0.856,0.576,0.232,0.401,0.454,0.785
6gBnV7HJ,Mean,1490,456,0.833,0.556,0.160,0.287,0.313,0.561
6gBnV7HJ,Median,1495,450,0.836,0.555,0.166,0.303,0.324,0.594
6K2KMQF6,Mean,1492,481,0.835,0.564,0.134,0.241,0.262,0.471
6K2KMQF6,Median,1494,475,0.836,0.565,0.141,0.252,0.276,0.494
93fX4gLg,Mean,1533,483,0.858,0.576,0.256,0.384,0.501,0.752
93fX4gLg,Median,1535,485,0.859,0.575,0.256,0.411,0.502,0.804
WJguyKr5,Mean,1532,464,0.857,0.570,0.226,0.361,0.442,0.707
WJguyKr5,Median,1532,467,0.857,0.571,0.252,0.394,0.493,0.772
B3uXszjk,Mean,1494,471,0.836,0.562,0.154,0.276,0.301,0.541
B3uXszjk,Median,1494,477,0.836,0.562,0.169,0.272,0.330,0.532
AB821Lfp,Mean,1535,496,0.859,0.581,0.274,0.395,0.537,0.774
AB821Lfp,Median,1531,497,0.856,0.579,0.291,0.398,0.570,0.779
H5EhFXGK,Mean,1545,513,0.864,0.588,0.279,0.384,0.547,0.753
H5EhFXGK,Median,1548,522,0.866,0.588,0.259,0.397,0.508,0.777
siriXy5C,Mean,1536,499,0.859,0.582,0.239,0.380,0.467,0.744
siriXy5C,Median,1535,495,0.859,0.579,0.288,0.400,0.565,0.784
77xRWv8Z,Mean,1537,486,0.860,0.578,0.261,0.392,0.510,0.767
77xRWv8Z,Median,1539,486,0.861,0.580,0.262,0.416,0.513,0.815
8S1VXBgZ,Mean,1541,495,0.862,0.582,0.218,0.370,0.426,0.725
8S1VXBgZ,Median,1542,500,0.863,0.583,0.208,0.366,0.407,0.717
ACqmpSnH,Mean,1538,502,0.861,0.583,0.233,0.384,0.456,0.752
ACqmpSnH,Median,1540,501,0.861,0.584,0.237,0.405,0.464,0.793
D32cBNvo,Mean,1529,478,0.855,0.574,0.257,0.387,0.503,0.758
D32cBNvo,Median,1538,478,0.860,0.573,0.254,0.404,0.497,0.791
7vydmmqV,Mean,1535,481,0.859,0.576,0.240,0.383,0.470,0.750
7vydmmqV,Median,1540,492,0.861,0.577,0.264,0.413,0.517,0.809
FEJwc7fe,Mean,1534,489,0.858,0.578,0.282,0.402,0.553,0.786
FEJwc7fe,Median,1535,496,0.859,0.579,0.291,0.407,0.570,0.798
8buJst58,Mean,1542,492,0.862,0.581,0.256,0.364,0.502,0.714
8buJst58,Median,1543,490,0.863,0.582,0.283,0.378,0.553,0.740
GX6kCVtp,Mean,1535,481,0.859,0.576,0.254,0.364,0.497,0.713
GX6kCVtp,Median,1533,485,0.857,0.578,0.268,0.369,0.525,0.723
D7hwgGRT,Mean,1532,487,0.857,0.577,0.219,0.352,0.428,0.690
D7hwgGRT,Median,1537,483,0.860,0.578,0.228,0.381,0.447,0.747
2vRvja1n,Mean,1527,500,0.854,0.579,0.204,0.356,0.400,0.697
2vRvja1n,Median,1533,503,0.857,0.581,0.196,0.393,0.383,0.769
ABoQemRy,Mean,1531,482,0.857,0.575,0.271,0.392,0.531,0.767
ABoQemRy,Median,1533,487,0.857,0.576,0.278,0.387,0.544,0.758
ExUKHLfE,Mean,1536,502,0.859,0.582,0.245,0.360,0.479,0.704
ExUKHLfE,Median,1536,507,0.859,0.584,0.260,0.402,0.508,0.786
32jCuWyy,Mean,1530,486,0.856,0.576,0.262,0.377,0.514,0.738
32jCuWyy,Median,1536,490,0.859,0.576,0.268,0.394,0.526,0.772
6j4ruT65,Mean,1535,494,0.859,0.580,0.246,0.382,0.482,0.748
6j4ruT65,Median,1538,495,0.860,0.580,0.243,0.404,0.475,0.791
5LqdfTzd,Mean,1533,494,0.858,0.579,0.224,0.390,0.438,0.764
5LqdfTzd,Median,1536,492,0.859,0.577,0.237,0.395,0.464,0.773
J1xEijrZ,Mean,1530,490,0.856,0.577,0.241,0.368,0.472,0.721
J1xEijrZ,Median,1531,480,0.857,0.576,0.249,0.394,0.487,0.771
8tYSjYcv,Mean,1539,495,0.861,0.581,0.271,0.405,0.531,0.792
8tYSjYcv,Median,1540,500,0.861,0.583,0.277,0.413,0.543,0.810
GXdrhTwK,Mean,1532,483,0.857,0.576,0.293,0.395,0.573,0.774
GXdrhTwK,Median,1533,473,0.857,0.572,0.296,0.401,0.579,0.786
5Mu8kLG6,Mean,1538,490,0.861,0.580,0.272,0.409,0.533,0.800
5Mu8kLG6,Median,1538,496,0.860,0.582,0.273,0.421,0.535,0.824
4wHiE1xx,Mean,1535,501,0.859,0.582,0.216,0.372,0.423,0.729
4wHiE1xx,Median,1533,500,0.857,0.581,0.223,0.407,0.437,0.797
2x3pmdwe,Mean,1522,488,0.852,0.574,0.243,0.350,0.477,0.685
2x3pmdwe,Median,1527,491,0.854,0.575,0.262,0.396,0.512,0.776
s2Meqg3Y,Mean,1538,498,0.860,0.582,0.290,0.407,0.567,0.798
s2Meqg3Y,Median,1540,498,0.862,0.583,0.292,0.418,0.572,0.818
EWARp8Sy,Mean,1534,495,0.858,0.580,0.222,0.350,0.435,0.685
EWARp8Sy,Median,1538,496,0.860,0.582,0.259,0.398,0.508,0.780
DfnVD7TY,Mean,1539,511,0.861,0.586,0.283,0.406,0.554,0.794
DfnVD7TY,Median,1540,511,0.862,0.586,0.289,0.418,0.566,0.819
DtTANarT,Mean,1533,492,0.858,0.579,0.260,0.390,0.509,0.763
DtTANarT,Median,1537,495,0.860,0.582,0.253,0.392,0.495,0.767
8QQn2KJc,Mean,1533,489,0.858,0.578,0.249,0.385,0.488,0.753
8QQn2KJc,Median,1539,492,0.861,0.581,0.241,0.408,0.472,0.800
ALxZnHDe,Mean,1526,490,0.854,0.576,0.221,0.372,0.433,0.728
ALxZnHDe,Median,1533,491,0.857,0.579,0.252,0.404,0.494,0.791
69ZPqJi4,Mean,1538,490,0.860,0.579,0.239,0.384,0.468,0.751
69ZPqJi4,Median,1539,482,0.861,0.578,0.216,0.409,0.423,0.800
AbT5bdTd,Mean,1534,503,0.858,0.582,0.228,0.383,0.446,0.750
AbT5bdTd,Median,1538,511,0.860,0.583,0.209,0.398,0.410,0.780
Cr3NTaeo,Mean,1535,488,0.859,0.578,0.219,0.382,0.429,0.747
Cr3NTaeo,Median,1536,495,0.859,0.580,0.230,0.388,0.450,0.760
HMpUn9zi,Mean,1491,460,0.834,0.558,0.157,0.270,0.307,0.529
HMpUn9zi,Median,1491,457,0.834,0.557,0.155,0.274,0.303,0.537
85YBDL6W,Mean,1533,488,0.858,0.578,0.265,0.380,0.518,0.743
85YBDL6W,Median,1538,488,0.860,0.576,0.263,0.391,0.515,0.766
TJxW8fs1,Mean,1528,497,0.855,0.579,0.239,0.367,0.467,0.718
TJxW8fs1,Median,1534,499,0.858,0.582,0.241,0.399,0.471,0.781
3yrgchiv,Mean,1541,499,0.862,0.583,0.225,0.407,0.440,0.798
3yrgchiv,Median,1545,493,0.864,0.583,0.244,0.416,0.477,0.814
7LuMjj1j,Mean,1478,473,0.827,0.558,0.208,0.308,0.408,0.604
7LuMjj1j,Median,1480,471,0.828,0.558,0.231,0.293,0.452,0.574
J87afqF2,Mean,1540,495,0.862,0.582,0.252,0.364,0.494,0.712
J87afqF2,Median,1540,510,0.861,0.582,0.269,0.370,0.527,0.725
CTVerjk6,Mean,1536,482,0.859,0.577,0.249,0.380,0.487,0.745
CTVerjk6,Median,1538,480,0.860,0.575,0.262,0.409,0.513,0.800
6q4nsn4J,Mean,1536,502,0.860,0.583,0.277,0.395,0.542,0.774
6q4nsn4J,Median,1534,504,0.858,0.582,0.264,0.408,0.518,0.798
2dza8h6n,Mean,1532,479,0.857,0.575,0.205,0.385,0.401,0.753
2dza8h6n,Median,1538,473,0.860,0.575,0.222,0.413,0.434,0.808
C64HQzVe,Mean,1542,500,0.862,0.583,0.286,0.397,0.560,0.778
C64HQzVe,Median,1537,501,0.860,0.583,0.296,0.409,0.579,0.800
AenwsZfb,Mean,1538,487,0.860,0.579,0.272,0.395,0.533,0.773
AenwsZfb,Median,1538,498,0.860,0.579,0.277,0.406,0.543,0.796
Fx8ATrRv,Mean,1524,488,0.852,0.575,0.202,0.316,0.396,0.618
Fx8ATrRv,Median,1538,498,0.860,0.578,0.201,0.342,0.393,0.669
ERCKpwRX,Mean,1490,468,0.833,0.560,0.174,0.258,0.340,0.505
ERCKpwRX,Median,1490,463,0.834,0.560,0.167,0.263,0.326,0.515
EXCMwETx,Mean,1536,489,0.859,0.579,0.276,0.405,0.540,0.792
EXCMwETx,Median,1536,490,0.859,0.577,0.289,0.414,0.566,0.811
FVnQ2L37,Mean,1529,491,0.856,0.577,0.250,0.373,0.490,0.730
FVnQ2L37,Median,1536,484,0.859,0.576,0.246,0.387,0.482,0.757
8oRKSEph,Mean,1534,504,0.858,0.582,0.230,0.390,0.451,0.763
8oRKSEph,Median,1541,495,0.862,0.581,0.222,0.406,0.435,0.795
FUiUtbEo,Mean,1541,502,0.862,0.584,0.244,0.386,0.478,0.755
FUiUtbEo,Median,1543,505,0.863,0.586,0.245,0.395,0.479,0.774
DeVisA9o,Mean,1536,490,0.859,0.579,0.265,0.370,0.519,0.724
DeVisA9o,Median,1541,493,0.862,0.580,0.254,0.370,0.497,0.724
6M6MmdSw,Mean,1536,505,0.859,0.583,0.229,0.357,0.448,0.698
6M6MmdSw,Median,1533,511,0.858,0.584,0.256,0.399,0.501,0.782
CTwsrupt,Mean,1492,465,0.834,0.559,0.162,0.290,0.318,0.569
CTwsrupt,Median,1491,475,0.834,0.560,0.175,0.301,0.342,0.589
3hXhY28q,Mean,1534,501,0.858,0.582,0.238,0.383,0.466,0.750
3hXhY28q,Median,1537,497,0.860,0.581,0.239,0.397,0.469,0.778
5QzcmgZV,Mean,1537,498,0.860,0.581,0.260,0.397,0.509,0.776
5QzcmgZV,Median,1536,497,0.859,0.582,0.262,0.408,0.512,0.799
4vX1fgJn,Mean,1497,455,0.837,0.558,0.138,0.303,0.270,0.592
4vX1fgJn,Median,1501,460,0.839,0.558,0.116,0.287,0.227,0.563
Gumx21GX,Mean,1528,476,0.855,0.573,0.250,0.384,0.490,0.753
Gumx21GX,Median,1537,480,0.860,0.576,0.258,0.394,0.506,0.771
7y1Qho99,Mean,1540,483,0.861,0.578,0.257,0.407,0.503,0.797
7y1Qho99,Median,1538,484,0.860,0.578,0.260,0.415,0.508,0.813
FAKUpR8M,Mean,1532,494,0.857,0.579,0.226,0.394,0.442,0.772
FAKUpR8M,Median,1536,492,0.859,0.578,0.262,0.411,0.512,0.804
DEyaaKr3,Mean,1530,495,0.856,0.579,0.211,0.349,0.413,0.684
DEyaaKr3,Median,1534,494,0.858,0.580,0.229,0.369,0.448,0.723
F8XZDNSb,Mean,1533,486,0.858,0.577,0.248,0.366,0.485,0.718
F8XZDNSb,Median,1535,487,0.859,0.578,0.243,0.378,0.477,0.741
Ee8dX3qt,Mean,1531,494,0.857,0.579,0.231,0.364,0.452,0.712
Ee8dX3qt,Median,1532,500,0.857,0.578,0.215,0.389,0.420,0.762
CvnvV1A7,Mean,1497,474,0.837,0.563,0.188,0.299,0.368,0.586
CvnvV1A7,Median,1499,476,0.839,0.564,0.173,0.312,0.339,0.610
CZqQqmFZ,Mean,1533,481,0.857,0.575,0.291,0.398,0.570,0.779
CZqQqmFZ,Median,1531,474,0.856,0.574,0.291,0.402,0.570,0.786
9SjGU3tz,Mean,1529,489,0.856,0.577,0.228,0.370,0.446,0.725
9SjGU3tz,Median,1534,488,0.858,0.578,0.218,0.401,0.427,0.785
5tFvFBWU,Mean,1533,486,0.857,0.577,0.280,0.408,0.549,0.799
5tFvFBWU,Median,1536,482,0.859,0.576,0.297,0.416,0.582,0.815
EGxRiYuh,Mean,1532,481,0.857,0.575,0.233,0.393,0.457,0.769
EGxRiYuh,Median,1532,483,0.857,0.576,0.232,0.399,0.453,0.782
4FdHhNNG,Mean,1536,480,0.860,0.576,0.249,0.381,0.488,0.747
4FdHhNNG,Median,1535,476,0.859,0.575,0.279,0.414,0.546,0.810
9Xm2WtKW,Mean,1490,469,0.834,0.560,0.180,0.294,0.353,0.577
9Xm2WtKW,Median,1495,473,0.836,0.560,0.209,0.300,0.409,0.588
FFCXUpP3,Mean,1523,464,0.852,0.568,0.238,0.372,0.466,0.728
FFCXUpP3,Median,1539,477,0.861,0.575,0.255,0.394,0.500,0.771
2FtwoBFT,Mean,1527,487,0.854,0.575,0.235,0.355,0.460,0.695
2FtwoBFT,Median,1535,484,0.859,0.577,0.239,0.379,0.467,0.743
HwN6eoEe,Mean,1536,501,0.860,0.582,0.193,0.338,0.378,0.661
HwN6eoEe,Median,1540,497,0.861,0.579,0.211,0.369,0.413,0.723
FgHWJQfT,Mean,1534,498,0.858,0.581,0.245,0.385,0.481,0.754
FgHWJQfT,Median,1534,501,0.858,0.582,0.248,0.384,0.485,0.753
9Wmaz9VP,Mean,1531,497,0.857,0.580,0.227,0.375,0.445,0.735
9Wmaz9VP,Median,1536,501,0.859,0.581,0.238,0.398,0.465,0.779
DwVrdrJN,Mean,1528,490,0.855,0.577,0.202,0.340,0.395,0.665
DwVrdrJN,Median,1534,492,0.858,0.577,0.184,0.363,0.361,0.711
2dR71Lgj,Mean,1534,495,0.858,0.580,0.262,0.395,0.512,0.774
2dR71Lgj,Median,1533,498,0.858,0.579,0.286,0.406,0.561,0.794
J5AsxaHf,Mean,1542,488,0.862,0.580,0.261,0.405,0.511,0.793
J5AsxaHf,Median,1541,488,0.862,0.580,0.281,0.400,0.550,0.783
ArMa6D3i,Mean,1531,492,0.857,0.578,0.236,0.369,0.463,0.722
ArMa6D3i,Median,1538,490,0.860,0.580,0.236,0.397,0.463,0.778
D1zqVW87,Mean,1527,485,0.855,0.575,0.229,0.366,0.448,0.717
D1zqVW87,Median,1533,484,0.857,0.577,0.217,0.401,0.426,0.785
FaMYZXtc,Mean,1493,468,0.835,0.561,0.155,0.269,0.304,0.527
FaMYZXtc,Median,1496,461,0.837,0.560,0.142,0.276,0.279,0.540
9tnYyc44,Mean,1533,486,0.858,0.577,0.261,0.381,0.512,0.746
9tnYyc44,Median,1536,479,0.859,0.577,0.270,0.395,0.529,0.774
2Q3t4Uqy,Mean,1538,494,0.860,0.581,0.254,0.385,0.497,0.754
2Q3t4Uqy,Median,1536,495,0.859,0.583,0.245,0.410,0.479,0.802
ECAq48sk,Mean,1531,497,0.857,0.580,0.222,0.359,0.435,0.704
ECAq48sk,Median,1536,495,0.859,0.576,0.239,0.383,0.469,0.750
2v33Xxkp,Mean,1536,487,0.859,0.578,0.261,0.398,0.510,0.779
2v33Xxkp,Median,1539,494,0.861,0.582,0.278,0.414,0.545,0.811
2EqJXwoM,Mean,1487,471,0.832,0.560,0.175,0.284,0.342,0.556
2EqJXwoM,Median,1493,471,0.835,0.561,0.178,0.290,0.348,0.568
2mKEUVkc,Mean,1529,482,0.856,0.575,0.271,0.382,0.530,0.749
2mKEUVkc,Median,1534,479,0.858,0.577,0.289,0.394,0.565,0.772
8j5kjKAu,Mean,1534,484,0.858,0.577,0.238,0.376,0.466,0.735
8j5kjKAu,Median,1536,493,0.859,0.579,0.256,0.380,0.501,0.744
GxzTe6Gw,Mean,1528,502,0.855,0.580,0.209,0.349,0.410,0.683
GxzTe6Gw,Median,1535,515,0.859,0.586,0.235,0.387,0.461,0.757
7XCbYkAN,Mean,1527,486,0.854,0.575,0.239,0.380,0.467,0.744
7XCbYkAN,Median,1536,490,0.859,0.580,0.285,0.402,0.558,0.787
A4fxKaaN,Mean,1533,484,0.858,0.577,0.251,0.377,0.492,0.739
A4fxKaaN,Median,1538,483,0.860,0.579,0.247,0.405,0.484,0.793
4XmNA5e2,Mean,1536,491,0.860,0.579,0.218,0.355,0.426,0.695
4XmNA5e2,Median,1538,492,0.860,0.580,0.236,0.396,0.461,0.776
9hNrb2Ro,Mean,1530,477,0.856,0.574,0.258,0.374,0.505,0.732
9hNrb2Ro,Median,1533,472,0.857,0.574,0.273,0.393,0.535,0.770
GCqxq3qU,Mean,1533,492,0.858,0.579,0.243,0.372,0.476,0.729
GCqxq3qU,Median,1538,489,0.860,0.577,0.273,0.407,0.535,0.797
By8MseMK,Mean,1535,482,0.859,0.576,0.262,0.386,0.512,0.756
By8MseMK,Median,1535,487,0.859,0.578,0.294,0.403,0.576,0.789
HJQQFTic,Mean,1537,488,0.860,0.579,0.233,0.395,0.455,0.773
HJQQFTic,Median,1538,486,0.860,0.578,0.236,0.406,0.462,0.795
HoXANZnW,Mean,1538,489,0.860,0.579,0.228,0.380,0.447,0.743
HoXANZnW,Median,1537,482,0.860,0.574,0.242,0.407,0.474,0.796
4UwqrkGp,Mean,1533,481,0.858,0.575,0.268,0.406,0.525,0.795
4UwqrkGp,Median,1535,481,0.859,0.576,0.279,0.415,0.547,0.812
FB2Wa9wJ,Mean,1539,501,0.861,0.583,0.247,0.384,0.484,0.752
FB2Wa9wJ,Median,1543,500,0.863,0.583,0.251,0.397,0.492,0.777
9vE5CDEt,Mean,1535,491,0.859,0.579,0.276,0.383,0.540,0.751
9vE5CDEt,Median,1538,499,0.860,0.583,0.291,0.404,0.570,0.792
5Regk6KS,Mean,1530,486,0.856,0.576,0.268,0.378,0.526,0.740
5Regk6KS,Median,1532,492,0.857,0.575,0.289,0.389,0.565,0.762
FGhaNBRQ,Mean,1532,483,0.857,0.576,0.224,0.360,0.440,0.706
FGhaNBRQ,Median,1532,483,0.857,0.576,0.243,0.385,0.477,0.754
DFb3dVMy,Mean,1534,490,0.858,0.578,0.245,0.369,0.479,0.722
DFb3dVMy,Median,1535,492,0.859,0.579,0.250,0.397,0.490,0.777
By3w6sE4,Mean,1539,503,0.861,0.584,0.256,0.388,0.501,0.760
By3w6sE4,Median,1543,507,0.863,0.584,0.275,0.394,0.539,0.771
D1KH1Uwf,Mean,1544,498,0.864,0.584,0.227,0.407,0.444,0.797
D1KH1Uwf,Median,1545,495,0.864,0.582,0.238,0.408,0.465,0.798
8g6tzWhF,Mean,1534,492,0.858,0.579,0.210,0.352,0.411,0.689
8g6tzWhF,Median,1539,493,0.861,0.577,0.201,0.363,0.394,0.711
8kKWqYja,Mean,1534,491,0.858,0.579,0.202,0.378,0.395,0.741
8kKWqYja,Median,1541,481,0.862,0.579,0.184,0.375,0.361,0.734
HVuEL3oB,Mean,1536,494,0.859,0.580,0.232,0.383,0.454,0.750
HVuEL3oB,Median,1533,501,0.857,0.583,0.247,0.401,0.483,0.785
Gf4rQifK,Mean,1539,488,0.861,0.579,0.227,0.409,0.444,0.800
Gf4rQifK,Median,1541,483,0.862,0.577,0.270,0.412,0.529,0.807
9SCnLZoL,Mean,1532,479,0.857,0.575,0.241,0.375,0.473,0.734
9SCnLZoL,Median,1538,480,0.860,0.576,0.252,0.387,0.493,0.759
2xKovmft,Mean,1538,490,0.860,0.579,0.276,0.403,0.540,0.789
2xKovmft,Median,1534,484,0.858,0.576,0.274,0.410,0.537,0.802
31yTzM6j,Mean,1537,474,0.860,0.575,0.281,0.405,0.550,0.792
31yTzM6j,Median,1538,480,0.860,0.576,0.283,0.409,0.553,0.801
8KWzT7D9,Mean,1495,477,0.837,0.564,0.193,0.288,0.378,0.563
8KWzT7D9,Median,1491,480,0.834,0.564,0.202,0.306,0.395,0.599
6122X5K3,Mean,1536,505,0.859,0.583,0.230,0.378,0.450,0.740
6122X5K3,Median,1537,491,0.860,0.577,0.254,0.390,0.497,0.763
GaDoLNbH,Mean,1531,498,0.856,0.580,0.202,0.400,0.396,0.784
GaDoLNbH,Median,1532,491,0.857,0.580,0.181,0.403,0.355,0.790
6mXzy8eK,Mean,1533,503,0.857,0.582,0.285,0.403,0.559,0.790
6mXzy8eK,Median,1534,506,0.858,0.583,0.293,0.412,0.575,0.807
9CqDvvGv,Mean,1535,502,0.859,0.582,0.249,0.397,0.487,0.778
9CqDvvGv,Median,1534,504,0.858,0.583,0.241,0.395,0.472,0.774
4nPK76BV,Mean,1528,490,0.855,0.577,0.224,0.346,0.439,0.678
4nPK76BV,Median,1530,484,0.856,0.579,0.245,0.363,0.479,0.711
FJDmjm2b,Mean,1530,478,0.856,0.574,0.305,0.394,0.597,0.771
FJDmjm2b,Median,1540,474,0.861,0.574,0.307,0.409,0.601,0.802
dXtzi9Zf,Mean,1534,494,0.858,0.580,0.222,0.381,0.434,0.746
dXtzi9Zf,Median,1536,500,0.859,0.582,0.228,0.397,0.446,0.777
FTWuJ2tq,Mean,1524,492,0.852,0.576,0.248,0.375,0.485,0.735
FTWuJ2tq,Median,1531,496,0.857,0.578,0.248,0.404,0.485,0.791
9HwHb4zj,Mean,1536,487,0.859,0.578,0.279,0.384,0.547,0.752
9HwHb4zj,Median,1537,490,0.860,0.578,0.309,0.407,0.605,0.797
7eexgwFK,Mean,1542,488,0.863,0.580,0.234,0.367,0.458,0.719
7eexgwFK,Median,1542,486,0.862,0.580,0.264,0.406,0.516,0.794
GnZB2GTH,Mean,1537,493,0.860,0.580,0.266,0.385,0.521,0.753
GnZB2GTH,Median,1535,498,0.859,0.581,0.260,0.397,0.509,0.778
8Xtk4LxT,Mean,1496,460,0.837,0.559,0.162,0.267,0.316,0.523
8Xtk4LxT,Median,1497,459,0.837,0.557,0.174,0.296,0.341,0.580
BSNJGveG,Mean,1535,495,0.859,0.580,0.243,0.378,0.475,0.740
BSNJGveG,Median,1534,496,0.858,0.579,0.245,0.406,0.480,0.794
AfixFcaa,Mean,1535,487,0.859,0.578,0.230,0.393,0.450,0.769
AfixFcaa,Median,1536,488,0.859,0.579,0.247,0.396,0.483,0.775
AqWyFBjk,Mean,1538,487,0.860,0.579,0.256,0.398,0.500,0.780
